    "STOPID","PLANVERSIONID","SHORTNAME","LONGNAME","GPS_X","GPS_Y","DECIMALLONGITUDE","DECIMALLATITUDE","PLANVERSIONID","ACTIVATIONDATE","CREATIONDATE"
513002,241,A4NC2OE,Av4 con Cl 2 Oeste,-763231687,32706459,-76.54213528,3.45179417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513003,241,A1NC71,Av 1N entre Cl 7 y 6,-763213572,32706576,-76.53710333,3.45182667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513007,241,C73K1A4,Cl 73 entre Kr 1A45 y 1A5,-762913294,32913212,-76.48702611,3.48700333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513008,241,C73K1A8,Cl 73 entre Kr 1A7 y 1A8,-762909973,32901021,-76.48610361,3.48361694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513009,241,C73K1A13,Cl 73 entre Kr 1A12 y 1A13,-762907682,32852323,-76.48546722,3.48120083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513011,241,C70AK1A5,Cl 70A entre Kr 1A5 y 1A4,-762926978,32906654,-76.49082722,3.48518167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513013,241,C70K1C1,Cl 70 entre Kr 1C1 y 1C,-762916170,32839642,-76.487825,3.47767833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513014,241,C70K1C2,Cl 70 entre Kr 1C1 y 1D,-762918276,32837188,-76.48841,3.47699667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513015,241,A6NC381,Av 6N entre Cl 38 y 36 PP1,-763136286,32836195,-76.52674611,3.47672083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513017,241,K1DC70,Kr 1D entre Cl 70 y 67,-762923208,32833186,-76.48978,3.475885,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513018,241,K1DC63,Kr 1D entre Cl 63 y 62,-762931230,32830732,-76.49200833,3.47520333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513019,241,K1DC61A,Kr 1D entre Cl 62 y 59,-762941796,32827420,-76.49494333,3.47428333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513020,241,K1DC58,Kr 1D entre Cl 59 y 58,-762948762,32825152,-76.49687833,3.47365333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513024,241,K4NC72B,Kr 4N entre Cl 72 y 72Bis,-762947990,32929126,-76.49666389,3.49142389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513025,241,K4NC72H,Kr 4N entre Cl 72G y 72H,-762941436,32939174,-76.49484333,3.494215,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513026,241,K4NC77,Kr 4N entre Cl 76 y 77,-762936582,32947880,-76.493495,3.49663333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513027,241,K4NC83,Kr 4N entre Cl 82 y 83,-762933444,32953366,-76.49262333,3.49815722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513030,241,C84K1GN,Cl 84 entre Kr 1GN y 1HN,-762907484,32940394,-76.48541222,3.49455389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513032,241,K5NC68,Kr 5N entre Cl 68 y 69,-763003264,32910430,-76.50090667,3.48623056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513033,241,K4ANC70,Kr 4AN entre Cl 70 y 71,-762955208,32915331,-76.49866889,3.48759194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513035,241,C70K1I,Cl 70 entre Kr 1I y 2,-762914262,32823280,-76.487295,3.47313333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513037,241,C52K1D,Cl 52 entre Kr 1D y 1C4,-763010626,32820922,-76.50295167,3.47247833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513038,241,C52K1B1,Cl 52 entre Kr 1B1 y 1B,-763012888,32828656,-76.50358,3.47462667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513040,241,C62K5N1,Cl 62 entre Kr 4AN y 5N,-763004918,32858602,-76.50136611,3.482945,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513042,241,K4NC771,Kr 4N entre Cl 78 y 77,-762936234,32949014,-76.49339833,3.49694833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513043,241,K4NC72K1,Kr 4N entre Cl 72K  y 72J,-762939624,32942780,-76.49434,3.49521667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
513044,241,K4NC72B1,Kr 4N entre Cl 72D y 72B,-762943367,32936335,-76.49537972,3.49342639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514254,241,K28C91,Kr 28 entre Cl 91 y 92,-762856573,32502952,-76.48238139,3.41748667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514255,241,K28C99,Kr 28 entre Cl 99 y 101,-762848632,32455418,-76.48017556,3.41539389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514257,241,K12C59,Kr 12 entre Cl 59 y 58A,-762939474,32651987,-76.49429833,3.44777417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514258,241,K10C27,Kr 10 entre Cl 27 y 28,-763100659,32701753,-76.51684972,3.45048694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514259,241,K10C32,Kr 10 entre Cl 32 y 33,-763045689,32704493,-76.51269139,3.45124806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514260,241,K10C34,Kr 10 entre Cl 34 y 35,-763037006,32704819,-76.51027944,3.45133861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514261,241,K10C38,Kr 10 entre Cl 38 y 39,-763028275,32705073,-76.50785417,3.45140917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514262,241,C44K8A1,Cl 44 entre Kr 8A y 9,-763018207,32706892,-76.5050575,3.45191444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514263,241,K12C58,Kr 12 entre Cl 58 y 59,-762939553,32651592,-76.49432028,3.44766444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514269,241,C12328D7,Cl 123 entre Kr 28D7 y 28D5,-762816777,32419235,-76.47132694,3.40534306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514270,241,C12328D3,Cl 123 entre Kr 28D3 y 28D,-762813031,32425483,-76.47028639,3.40707861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514271,241,C123K27B,Cl 123 entre Kr 27B y 27,-762810319,32443164,-76.46953306,3.41199,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514273,241,K27C116,Kr 27 entre Cl 116 y 120,-762823844,32452927,-76.47329,3.41470194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514275,241,C112K26M,Cl 112 entre Kr 26L y 26M,-762823988,32506610,-76.47333,3.41850278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514276,241,C112K26L,Cl 112 entre Kr 26L y 26K1,-762822863,32507218,-76.4730175,3.41867167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514277,241,C11226H3,Cl 112 entre Kr 26H3 y 26H2,-762814436,32521433,-76.47067667,3.42262028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514278,241,C79K28D,Cl 79 entre Kr 28C y 28D,-762911272,32513192,-76.48646444,3.42033111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514279,241,K27C120,Kr 27 entre Cl 120 y 121,-762817677,32449465,-76.47157694,3.41374028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514280,241,C33AK8A,Cl 33A entre Kr 8 y 8A,-763043084,32713296,-76.51196778,3.45369333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514281,241,C33AK10,Cl 33A entre Kr 10 y 11B,-763042878,32702458,-76.51191056,3.45068278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514282,241,C33AK11F,Cl 33A entre Kr 11F y 11G,-763042594,32650453,-76.51183167,3.44734806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514285,241,C44K12B,Cl 44 entre Kr 12B y 12C,-763013663,32649550,-76.50379528,3.44709722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514287,241,D71K22,Dg 71A entre Kr 22 y 22C,-762907111,32624882,-76.48530861,3.440245,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514290,241,D70K25B,Dg 70 entre Kr 25Bis y 25A1,-762922784,32620216,-76.48966222,3.43894889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514291,241,D70K26,Dg 70 entre Kr 26 y 26A,-762930032,32614504,-76.49167556,3.43736222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514292,241,K26ID70,Kr 26I entre Dg 70 y 71,-762934250,32605276,-76.49284722,3.43479889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514293,241,K26ID72B,Kr 26I entre Dg 72B y 72C,-762930806,32558391,-76.49189056,3.43288639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514301,241,C72UK27G,Cl 72U entre Kr 27G y 27F,-762919947,32527958,-76.48887417,3.42443278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514302,241,C72UK27,Cl 72U entre Kr 27 y 26R,-762915835,32535863,-76.48773194,3.42662861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514303,241,C72UK26J,Cl 72U entre Kr 26J y 26I3,-762910932,32545417,-76.48637,3.4292825,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514304,241,C72UK26H,Cl 72U entre Kr 26H3 y 26H2,-762908024,32550993,-76.48556222,3.43083139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514305,241,C72UK26G,Cl 72U entre Kr 26G8 y 26G7,-762904305,32558892,-76.48452917,3.43302556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514306,241,C72UK26F,Cl 72U entre Kr 26G7 y 26G8,-762905031,32558149,-76.48473083,3.43281917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514307,241,C72U26H3,Cl 72U entre Kr 26G11 y 26H3,-762908415,32551821,-76.48567083,3.43106139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514308,241,C72UK26I,Cl 72U entre Kr 26I2 y 26J,-762911606,32545684,-76.48655722,3.42935667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514309,241,C72UK26S,Cl 72U entre Kr 26S y 27,-762916152,32536914,-76.48782,3.42692056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514312,241,C44K8,Cl 44 entre Kr 7 y 8,-763020476,32715398,-76.50568778,3.45427722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514313,241,C44K81,Cl 44 entre Kr 8 y 7,-763019698,32715738,-76.50547167,3.45437167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514314,241,K8C44B,Kr 8 entre Cl 44A y 44B,-763012200,32710873,-76.50338889,3.45302028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514316,241,C33AK16,Cl 33 A entre Kr 16 y 15,-763041841,32639169,-76.5116225,3.44421361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514317,241,C33AK11H,Cl 33A entre Kr 12 y 11H,-763042078,32647665,-76.51168833,3.44657361,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514318,241,C33AK11B,Cl 33A entre Kr 11B y 10,-763042362,32700312,-76.51176722,3.45008667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514319,241,C33AK8A1,Cl 33A entre Kr 8A y 8,-763042559,32712099,-76.51182194,3.45336083,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514320,241,C33AK15,Cl 33A entre Kr 15 y 16,-763042388,32640123,-76.51177444,3.44447861,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514322,241,K26JC122,Kr 26J entre Cl 123 y 122,-762800702,32504290,-76.46686167,3.41785833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514326,241,C123K281,Cl 123 entre Kr 28D5 y 28D7,-762817542,32418244,-76.47153944,3.40506778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514331,241,K28FC12C,Kr 28F entre Cl 122B y 122C,-762822854,32408264,-76.473015,3.40229556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514339,241,K28C112,Kr 28 entre Cl 108 y 112,-762839069,32449645,-76.47751917,3.41379028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514340,241,C112K27G,Cl 112 entre Kr 27G y 27F,-762833218,32448714,-76.47589389,3.41353167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514341,241,C112K27,Cl 112 entre Kr 27D y 27,-762830072,32454292,-76.47502,3.41508111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514342,241,C59K10,Cl 59 entre Kr 10 y 10A,-762936463,32659262,-76.49346194,3.449795,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514343,241,K8C34A,Kr 8 entre Cl  35 y 34A,-763037161,32714890,-76.5103225,3.45413611,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514344,241,C59K10A,Cl 59 entre Kr 10A y 10,-762935955,32659102,-76.49332083,3.44975056,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514345,241,C73K8A,Cl 73 entre Kr 8A y 8B,-762900090,32702311,-76.48335833,3.45064194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514346,241,K8C702,Kr 8 entre Cl 70,-762912500,32708264,-76.48680556,3.45229556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514347,241,K8C703,Kr 8 con Cl 70,-762912450,32707456,-76.48679167,3.45207111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514348,241,C44K15,Cl 44 entre Kr 15 y 14,-763011012,32641137,-76.50305889,3.44476028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514349,241,C44K12C,Cl 44 entre Kr 12C y 12,-763013460,32650765,-76.50373889,3.44743472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514351,241,D26F1T73,Dg 26F1 entre Tr 73A y Cl 73B,-762857288,32609733,-76.48258,3.43603694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514352,241,C74K24C1,Cl 74 entre Kr 24C1 y 24C,-762853141,32614250,-76.48142806,3.43729167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514353,241,C74K24C2,Cl 74 entre Kr 26C1 y 26C2,-762853955,32613403,-76.48165417,3.43705639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514359,241,K26C91,Kr 26 entre Cl 91 y 89,-762823662,32548478,-76.47323944,3.43013278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514360,241,C84K26DT,Cl 84 entre Kr 26D y Tr 103,-762828936,32553332,-76.47470444,3.43148111,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514361,241,C84K26D1,Cl 84 entre Kr 26D y Tr 103,-762834900,32548732,-76.47636111,3.43020333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514367,241,C73K25S1,Cl 73 entre Kr 25S y 25T,-762903654,32627471,-76.48434833,3.44096417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514368,241,C73K26B2,Cl 73 entre Kr 26B2 y 26B1,-762901641,32620915,-76.48378917,3.43914306,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514369,241,C73K25U,Cl 73 entre Kr 25U y 25T,-762902051,32626736,-76.48390306,3.44076,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514370,241,C73K26G6,Cl 73 entre Kr 26G6 y 26G7,-762903241,32600030,-76.48423361,3.43334167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514372,241,C73K26H3,Cl 73 entre Kr 26H3 y 26I,-762902892,32546937,-76.48413667,3.42970472,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514373,241,C73K26H2,Cl 73 entre Kr 26H3 y 26H2,-762900973,32548127,-76.48360361,3.43003528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514374,241,C73K26M,Cl 73 entre Kr 26M y 26N,-762904518,32536552,-76.48458833,3.42682,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514377,241,C73K27,Cl 73 entre Kr 27 y 26U,-762906362,32528074,-76.48510056,3.424465,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514379,241,C79K28D2,Cl 79 entre Kr 28D y 28C,-762910189,32507609,-76.48616361,3.41878028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514381,241,C73K26F1,Cl 73 entre Kr 26F1 y 26F,-762901499,32610147,-76.48374972,3.43615194,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514382,241,C73D191,Cl 73 entre Dg 19 y Kr 22,-762903600,32637119,-76.48433333,3.44364417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514386,241,C44K9,Cl 44 entre Kr 9 y 8A,-763017662,32707606,-76.50490611,3.45211278,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514387,241,C44K11D,Cl 44 entre Kr 11D y 11F,-763015872,32657602,-76.50440889,3.44933389,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514388,241,K12C48,Kr 12 entre Cl 48 y 47,-763008490,32655770,-76.50235833,3.448825,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514390,241,K12C521,Kr 12 entre Cl 52 y 51,-762957996,32654576,-76.49944333,3.44849333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514391,241,K12C522,Kr 12 entre Cl 52 y 53,-762954528,32653742,-76.49848,3.44826167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514392,241,K12C56,Kr 12 entre Cl 56 y 54,-762947958,32653610,-76.496655,3.448225,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514393,241,K12C55,Kr 12 entre Cl 55 y 56,-762947232,32652944,-76.49645333,3.44804,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514397,241,C59K8A,Cl 59 entre Kr 8A y 8,-762934554,32706720,-76.49293167,3.45186667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514399,241,C70K7RB,Cl 70 con Kr 7RBis,-762907100,32718512,-76.48530556,3.45514222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514400,241,C73K25C,Cl 73 entre Kr 25C y 25C1,-762903345,32616337,-76.4842625,3.43787139,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514403,241,T103K28B,Tr 103 entre Kr 28B y 28A,-762845520,32451104,-76.47931111,3.41419556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514404,241,T103K27B,Tr 103 entre Kr 27B y 27A,-762843551,32502133,-76.47876417,3.41725917,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514405,241,RPETM,Retorno Patio ETM,-762831756,32420132,-76.47548778,3.40559222,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514408,241,K23C70,Kr 23 entre Cl 70 y 63,-762930837,32637565,-76.49189917,3.44376806,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514409,241,C70K11P1,Cl 70 con Kr 11,-762915529,32659336,-76.48764694,3.44981556,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514410,241,C70K7RP2,Cl 70 con Kr 7RBis,-762906061,32717414,-76.48501694,3.45483722,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514412,241,K8C7271,Kr 8 entre Cl 72 y 71,-762907357,32707947,-76.48537694,3.4522075,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514413,241,C70K7L7J,Cl 70 entre Kr 7lL y 7JBis,-762859275,32728648,-76.48313194,3.45795778,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514414,241,C70K7EB2,Cl 70 entre Kr 7E Bis y 7E,-762857989,32740206,-76.48277472,3.46116833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514417,241,C73D26H,Cl 73 entre Dg 26G11 y Kr 26H,-762902920,32553455,-76.48414444,3.43151528,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514419,241,K28E2C12,Kr 28E2 entre Cl 126 y 124B,-762809585,32410393,-76.46932917,3.40288694,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514421,241,K27C96,Kr 27 entre Cl 96 y 95,-762845334,32507645,-76.47925944,3.41879028,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514426,241,K24CD70A,Kr 24C Con Dg 70A1,-762919865,32621431,-76.48885139,3.43928639,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514427,241,T103D26O,Tr 103 entre Dg 26O,-762838476,32534462,-76.47735444,3.42623944,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514428,241,C121K26I,Cl 121 entre Kr 26I2 y 26I3,-762804080,32509636,-76.4678,3.41934333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514429,241,C121K263,Cl 121 entre Kr 26I3 y 26I2,-762803719,32509258,-76.46769972,3.41923833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514432,241,K28DC79,Kr 28D Con Cl 79,-762913136,32507041,-76.48698222,3.4186225,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514433,241,K28DC72W,Kr 28D entre Cl 72W y 72Y,-762920322,32511315,-76.48897833,3.41980972,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
514434,241,C61K7RB,Cl 61 con Kr 7R Bis,-762923332,32720104,-76.48981444,3.45558444,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501851,241,UDP2,Unidad Deportiva B1,-763253658,32452512,-76.54823833,3.41458667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501852,241,UDP3,Unidad Deportiva A2,-763254744,32453790,-76.54854,3.41494167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501853,241,UDP4,Unidad Deportiva B2,-763253616,32453976,-76.54822667,3.41499333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501854,241,UDP5,Unidad Deportiva A3,-763254420,32452116,-76.54845,3.41447667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501855,241,UDP6,Unidad Deportiva B3,-763253802,32455548,-76.54827833,3.41543,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501900,241,PLATOR1,Plaza de Toros A1,-763250868,32434575,-76.54746333,3.40960417,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501901,241,PLATOR2,Plaza de Toros B1,-763250814,32435532,-76.54744833,3.40987,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501950,241,PAMPA1,Pampalinda A1,-763248744,32412936,-76.54687333,3.40359333,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
501951,241,PAMPA2,Pampalinda B1,-763248414,32413920,-76.54678167,3.40386667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502000,241,REFUG1,Refugio A1,-763247283,32354956,-76.5464675,3.39859889,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502001,241,REFUG2,Refugio B1,-763247058,32356106,-76.546405,3.39891833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502050,241,CALDAS1,Caldas A1,-763245576,32339318,-76.54599333,3.394255,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502051,241,CALDAS2,Caldas B1,-763244964,32338322,-76.54582333,3.39397833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502100,241,CAPRI1,Capri A1,-763242306,32317808,-76.545085,3.38828,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502101,241,CAPRI2,Capri B1,-763241274,32316134,-76.54479833,3.387815,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502102,241,CAPRI3,Capri A2,-763241964,32315822,-76.54499,3.38772833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502103,241,CAPRI4,Capri B2,-763241502,32317808,-76.54486167,3.38828,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502150,241,MELEN1,Melendez A1,-763234002,32237236,-76.54277833,3.37701,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502151,241,MELEN2,Melendez B1,-763234044,32238304,-76.54279,3.37730667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502200,241,BUITRE1,Buitrera A1,-763223982,32221126,-76.539995,3.372535,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502201,241,BUITRE2,Buitrera B1,-763225710,32222182,-76.540475,3.37282833,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502250,241,UNIVAL1,Univalle A1,-763211850,32214472,-76.536625,3.37068667,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502251,241,UNIVAL2,Univalle B1,-763212666,32215546,-76.53685167,3.370985,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502300,241,UNIV1,Universidades A1,-763145306,32201218,-76.52925167,3.367005,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502301,241,UNIV2,Universidades B1,-763144580,32201524,-76.52905,3.36709,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
502302,241,UNIV3,Universidades A2,-763144256,32200558,-76.52896,3.36682167,241,2018-05-15 00:00:00.000,2018-05-14 22:55:16.000
